Total Objects,Sample Time,Time (ms)
1182,1701639049717,2
1183,1701639049772,2
1184,1701639049829,2
1185,1701639049880,2
1186,1701639049929,2
1187,1701639049984,2
1188,1701639050041,2
1189,1701639050090,2
1190,1701639050138,2
1191,1701639050193,2
1192,1701639050250,2
1193,1701639050301,2
1194,1701639050349,2
1195,1701639050402,3
1196,1701639050461,3
1197,1701639050513,2
1198,1701639050559,3
1199,1701639050614,2
1200,1701639050673,1
1201,1701639050721,2
1202,1701639050769,3
1203,1701639050825,2
1204,1701639050881,3
1205,1701639050933,2
1206,1701639050981,3
1207,1701639051036,2
1208,1701639051093,2
1209,1701639051143,2
1210,1701639051193,3
1211,1701639051248,2
1212,1701639051304,2
1213,1701639051358,2
1214,1701639051407,2
1215,1701639051463,3
1216,1701639051520,2
1217,1701639051571,2
1218,1701639051620,2
1219,1701639051676,3
1220,1701639051735,2
1221,1701639051785,2
1222,1701639051833,2
1223,1701639051887,3
1224,1701639051945,3
1225,1701639051996,1
1226,1701639052043,3
1227,1701639052099,3
1228,1701639052157,2
1229,1701639052207,2
1230,1701639052255,2
1231,1701639052310,2
1232,1701639052367,2
1233,1701639052416,2
1234,1701639052473,2
1235,1701639052531,3
1236,1701639052590,2
1237,1701639052643,2
1238,1701639052697,2
1239,1701639052769,3
1240,1701639052831,2
1241,1701639052884,3
1242,1701639052945,3
1243,1701639053007,3
1244,1701639053061,2
1245,1701639053118,3
1246,1701639053181,3
1247,1701639053244,2
1248,1701639053297,3
1249,1701639053354,3
1250,1701639053411,1
1251,1701639053462,3
1252,1701639053512,2
1253,1701639053563,3
1254,1701639053624,2
1255,1701639053678,3
1256,1701639053728,3
1257,1701639053784,3
1258,1701639053843,2
1259,1701639053894,3
1260,1701639053944,3
1261,1701639053996,3
1262,1701639054055,2
1263,1701639054109,2
1264,1701639054157,2
1265,1701639054208,2
1266,1701639054266,2
1267,1701639054320,3
1268,1701639054367,2
1269,1701639054416,3
1270,1701639054476,2
1271,1701639054531,2
1272,1701639054580,2
1273,1701639054633,2
1274,1701639054692,3
1275,1701639054751,2
1276,1701639054803,2
1277,1701639054863,2
1278,1701639054922,2
1279,1701639054972,2
1280,1701639055021,3
1281,1701639055079,2
1282,1701639055136,2
1283,1701639055185,2
1284,1701639055233,2
1285,1701639055292,3
1286,1701639055351,3
1287,1701639055410,2
1288,1701639055470,3
1289,1701639055529,2
1290,1701639055583,2
1291,1701639055632,3
1292,1701639055685,3
1293,1701639055744,2
1294,1701639055802,3
1295,1701639055851,3
1296,1701639055904,3
1297,1701639055964,2
1298,1701639056018,4
1299,1701639056085,3
1300,1701639056158,3
1301,1701639056229,2
1302,1701639056281,2
